baker_uncertainty_index,foreign_investment_net,cargo_traffic_domestic,cargo_traffic_international,automobile_monthly,automobile_sales_passenger,automobile_sales_two_wheeler,aircraft_international,cargo_domestic,cargo_international,passenger_india,freight_traffic,foreign_exchange_earning,foreign_tourist_arrival,scheduled_bank_liabilities,scheduled_bank_demand_time_deposit,scheduled_bank_deposits,scheduled_bank_demand_deposits,ceic_leading_indicator,repo_rate,crr,electricity_generation,bse_sensex_average,mutual_fund_equity,mutual_fund_debt,exports_usd,import_usd,import_usd_oil,export_inr_india,import_inr,currency_with_public,demand_deposit_with_bank,money_supply_m4,money_supply_m3,money_supply_m2,net_bank_to_govt_m3,inbound_tourism_earning,foreign_tourist_arrival.1,aircraft_movement_india,cargo_traffic,cargo_traffic_international.1,passenger_traffic,freight_traffic.1,gdp_yoy_pct
1.47846,0.322867,-0.274145,-0.272317,0.221358,0.390097,0.279091,0.371943,-0.274145,-0.272317,0.90995,0.015311,0.196609,0.597233,-0.462084,-0.424301,-0.266218,-0.44603,-0.251183,1.248424,-0.344677,-0.225375,-0.395463,-0.787524,0.857737,0.341867,0.756317,1.143245,-0.008833,0.26791,-0.276089,-0.419232,-0.27632,-0.264145,-0.348926,-0.1715,0.196609,0.597233,0.371943,-0.274145,-0.272317,0.90995,0.015311,-0.266606
1.22053,0.990832,-0.362056,-0.244519,0.269994,0.632148,0.138778,0.302817,-0.362056,-0.244519,0.766327,0.318822,0.320068,0.646784,-0.356825,-0.386509,-0.231347,-0.424277,0.065066,0.983142,-0.576011,-0.158014,-0.359645,-0.790285,1.703437,0.716127,0.727179,1.173008,0.227205,0.250792,-0.226642,-0.380504,-0.238353,-0.225043,-0.305138,-0.13831,0.320068,0.646784,0.302817,-0.362056,-0.244519,0.766327,0.318822,-0.216681
1.025128,-0.405034,-0.331199,-0.077184,0.15843,0.089764,0.19455,0.279417,-0.331199,-0.077184,0.803137,0.057853,-0.227919,-0.30969,-0.418639,-0.33345,-0.166598,-0.359461,-0.081752,0.71786,-0.653122,-0.053456,-0.37152,-0.672513,1.606212,0.367606,0.596444,0.924723,0.061948,0.220565,-0.171352,-0.323712,-0.177241,-0.161776,-0.251431,-0.051963,-0.227919,-0.30969,0.279417,-0.331199,-0.077184,0.803137,0.057853,-0.160117
1.642597,-1.021737,-0.086392,-0.098203,0.257916,0.027532,0.222894,0.32284,-0.086392,-0.098203,0.926568,0.020006,-0.011766,-0.143007,-0.6089,-0.553834,-0.127867,-0.350895,0.043915,0.71786,-0.653122,-0.016726,-0.370163,-0.585049,0.083948,0.618345,0.334831,1.083763,0.442261,0.24067,-0.184661,-0.346978,-0.153264,-0.13752,-0.2669,-0.005414,-0.011766,-0.143007,0.32284,-0.086392,-0.098203,0.926568,0.020006,-0.20432
0.149729,-0.121408,0.019456,-0.103253,0.451323,0.177587,0.535176,0.521916,0.019456,-0.103253,0.82633,0.086458,0.361068,0.784752,-0.586842,-0.506912,-0.07695,-0.36413,0.38979,1.049463,-0.653122,0.019394,-0.284602,-0.658761,1.365626,0.536729,0.307348,1.172043,0.374504,0.216103,-0.138655,-0.326945,-0.097313,-0.080042,-0.231871,0.018768,0.361068,0.784752,0.521916,0.019456,-0.103253,0.82633,0.086458,0.029077
-0.233258,0.100083,-0.066363,-0.06054,0.451265,0.418915,0.493767,0.437494,-0.066363,-0.06054,0.740326,0.454661,0.495506,0.85074,-0.492044,-0.466528,-0.030422,-0.285243,0.078866,1.248424,-0.653122,0.11971,-0.26022,-0.793936,2.785168,0.70153,0.374234,1.200061,0.482728,0.25588,-0.100135,-0.265941,-0.057438,-0.039332,-0.186623,0.037837,0.495506,0.85074,0.437494,-0.066363,-0.06054,0.740326,0.454661,-0.072711
-0.233258,1.377243,0.178774,0.126834,0.482219,0.124175,0.558636,0.370751,0.178774,0.126834,1.10266,0.21731,0.028205,-0.069463,-0.381982,-0.317074,0.013969,-0.229548,0.566272,1.248424,-0.653122,0.221817,-0.088908,-0.389429,2.069259,0.598779,0.4184,1.035687,0.343172,0.227566,-0.029028,-0.182962,-0.003091,0.01647,-0.113387,0.066803,0.028205,-0.069463,0.370751,0.178774,0.126834,1.10266,0.21731,0.13185
0.642141,1.015428,0.498559,0.262033,0.753742,0.225519,0.754582,0.45116,0.498559,0.262033,0.638343,0.174768,0.270947,0.129096,-0.24447,-0.036373,0.048251,-0.244184,1.211183,1.248424,-0.653122,0.275789,0.059345,0.34581,1.055479,0.662979,0.596768,1.154134,0.41662,0.381099,-0.03963,-0.228339,0.018368,0.038108,-0.132722,0.029413,0.270947,0.129096,0.45116,0.498559,0.262033,0.638343,0.174768,0.184085
0.454556,0.492188,0.439915,0.088747,0.568322,0.25116,0.572614,0.598471,0.439915,0.088747,0.605172,0.341707,0.541653,1.001766,-0.122599,0.024912,0.08829,-0.212069,0.701877,1.248424,-0.653122,0.336799,0.136947,0.272541,1.360013,0.555564,0.518734,0.55785,0.384847,0.366859,-0.016274,-0.167267,0.062807,0.083846,-0.094946,0.076356,0.541653,1.001766,0.598471,0.439915,0.088747,0.605172,0.341707,0.029547
0.00904,1.760675,0.240514,0.07862,0.502303,0.53773,0.486379,0.523346,0.240514,0.07862,0.554425,0.530356,0.565384,0.951888,-0.037924,0.086771,0.140819,-0.106622,0.381615,0.983142,-0.653122,0.417706,0.204978,0.009565,2.172165,0.258422,0.02829,-0.393404,0.180477,0.017205,0.049516,-0.15245,0.102201,0.124424,-0.049601,0.065183,0.565384,0.951888,0.523346,0.240514,0.07862,0.554425,0.530356,0.15167
-0.592796,0.10785,0.41482,0.425452,0.531982,0.301084,0.578643,0.607012,0.41482,0.425452,0.688941,0.285229,0.238582,0.011037,0.026108,0.199837,0.179195,-0.118221,0.119518,0.784181,-0.653122,0.538649,0.141981,0.705366,0.69374,0.131743,0.108718,-0.16555,0.123922,0.109836,0.123859,-0.077777,0.159043,0.182844,0.022501,0.122264,0.238582,0.011037,0.607012,0.41482,0.425452,0.688941,0.285229,0.117486
-0.436475,-0.808143,0.549079,0.40221,0.787304,0.404931,0.711095,0.694374,0.549079,0.40221,0.750029,0.231832,0.504369,0.282095,0.123271,0.360434,0.220226,-0.087527,0.219384,0.518898,-0.653122,0.581801,0.10944,0.779111,0.240695,0.122397,0.16704,-0.25813,0.158691,0.194443,0.113607,-0.088529,0.186541,0.210265,0.018783,0.1647,0.504369,0.282095,0.694374,0.549079,0.40221,0.750029,0.231832,0.122222
-0.772566,0.241184,0.653337,0.309319,0.626558,0.679435,0.712337,0.919551,0.653337,0.309319,0.652344,0.333345,0.706912,1.123649,0.617218,0.678277,0.251311,-0.06775,0.064503,0.253616,-0.653122,0.647532,0.059173,0.242733,0.699696,0.00827,-0.001414,-0.529011,0.099185,0.091817,0.167624,-0.019689,0.231195,0.255367,0.076982,0.169813,0.706912,1.123649,0.919551,0.653337,0.309319,0.652344,0.333345,0.238163
-0.06912,-0.27636,0.495867,0.455906,0.70984,0.619144,0.750588,0.895039,0.495867,0.455906,0.638939,0.507765,0.876574,1.242317,0.666343,0.751099,0.292596,-0.01482,0.126118,0.253616,-0.653122,0.762096,-0.052876,-0.278584,1.094576,0.057449,-0.269709,-0.936591,0.179724,-0.081621,0.260468,-0.004167,0.277188,0.301667,0.141166,0.173853,0.876574,1.242317,0.895039,0.495867,0.455906,0.638939,0.507765,0.522404
-0.201993,-0.441151,0.568521,0.732289,0.891041,0.500471,1.027942,0.891304,0.568521,0.732289,0.68709,0.267919,0.425685,0.145728,0.687571,0.661122,0.335993,0.015285,0.537958,0.054655,-0.653122,0.868338,0.041947,-0.116185,0.368763,0.092873,-0.239578,-0.605063,0.191123,-0.071186,0.372189,0.073067,0.334962,0.36015,0.234994,0.308572,0.425685,0.145728,0.891304,0.568521,0.732289,0.68709,0.267919,0.437577
-0.921071,1.767925,0.835755,0.705698,1.197722,0.95696,1.387504,0.982758,0.835755,0.705698,0.777774,0.123132,0.771529,0.575559,0.63643,0.731557,0.396076,0.128161,0.241472,0.054655,-0.653122,0.884548,0.174032,-0.114414,0.365644,0.097708,-0.110455,-0.488614,0.196435,0.031972,0.380327,0.151383,0.380653,0.406451,0.273683,0.389368,0.771529,0.575559,0.982758,0.835755,0.705698,0.777774,0.123132,0.542202
-0.311418,-1.42381,0.852701,0.837791,0.558631,0.739991,0.561605,1.149296,0.852701,0.837791,0.715134,0.366645,1.025251,1.424653,0.803082,1.095552,0.49273,0.297287,0.030565,-0.144307,-0.653122,0.905816,0.109127,1.102204,0.059551,0.149767,0.170972,-0.391377,0.250108,0.268013,-0.223423,0.31973,0.380376,0.40273,0.005605,0.464791,1.025251,1.424653,1.149296,0.852701,0.837791,0.715134,0.366645,0.384709
0.134097,0.82876,0.791218,1.093759,0.706143,0.987499,0.673793,1.107821,0.791218,1.093759,0.681451,0.671183,1.191196,1.607831,0.673971,0.944909,0.53636,0.460397,0.327651,-0.144307,-0.653122,0.956353,0.187915,0.120763,0.882671,0.447551,0.261527,-0.096247,0.488085,0.325803,-0.27682,0.49136,0.415474,0.43772,0.046745,0.504119,1.191196,1.607831,1.107821,0.791218,1.093759,0.681451,0.671183,-0.103132
-0.710037,1.320802,0.922553,1.512057,1.1493,0.64387,1.308129,1.219217,0.922553,1.512057,0.786839,0.416961,0.829055,0.588224,0.694167,0.882185,0.546451,0.463606,0.074216,-0.144307,-0.653122,1.019839,0.319963,0.989165,0.38377,0.297928,0.440744,-0.313549,0.276232,0.390119,0.093369,0.444041,0.465042,0.488327,0.240262,0.589506,0.829055,0.588224,1.219217,0.922553,1.512057,0.786839,0.416961,-0.039308
-0.717853,0.658144,1.175178,1.467408,1.601842,1.445063,1.876273,1.391675,1.175178,1.467408,0.752497,0.367085,0.998375,0.869756,0.511061,0.691877,0.566114,0.467609,0.408504,-0.276948,-0.653122,1.02737,0.408678,1.821711,0.955021,0.395699,0.303172,-0.248031,0.34428,0.280166,0.17897,0.510029,0.505378,0.528739,0.318121,0.596792,0.998375,0.869756,1.391675,1.175178,1.467408,0.752497,0.367085,-0.186807
-0.32705,0.032509,1.083376,1.505485,1.055489,0.948515,1.053674,1.521784,1.083376,1.505485,0.736602,0.538864,1.437256,1.937713,0.571434,0.575844,0.594024,0.472519,0.521945,-0.343269,-0.653122,1.022991,0.484948,1.02229,0.607451,0.497962,0.597695,0.176436,0.433884,0.518283,0.287978,0.486879,0.537529,0.560398,0.374583,0.530767,1.437256,1.937713,1.521784,1.083376,1.505485,0.736602,0.538864,-0.068499
-0.850727,-0.091763,0.966809,1.485285,1.544323,1.252875,1.479726,1.488452,0.966809,1.485285,0.742347,0.880369,1.586618,2.046943,0.632533,0.673303,0.647263,0.563716,0.494944,-0.343269,-0.653122,1.047409,0.555088,1.215346,0.678521,0.629179,0.608181,0.465298,0.521236,0.514307,0.431056,0.609933,0.607431,0.631208,0.507432,0.546906,1.586618,2.046943,1.488452,0.966809,1.485285,0.742347,0.880369,0.244432
-1.171185,-1.031187,1.350695,1.689987,1.757925,1.307596,1.926561,1.456789,1.350695,1.689987,0.781392,0.681305,1.016845,0.629811,0.847533,0.713312,0.702348,0.585126,0.218109,-0.276948,-0.653122,1.082432,0.597194,1.203718,-0.178599,0.682045,0.778219,0.605487,0.6528,0.738578,0.591655,0.584642,0.669015,0.693045,0.593636,0.638191,1.016845,0.629811,1.456789,1.350695,1.689987,0.781392,0.681305,0.070123
-0.50682,-0.230534,1.561793,1.733493,2.031803,1.295233,2.095928,1.513362,1.561793,1.733493,0.898588,0.544439,1.351252,0.993031,0.801062,0.716019,0.749419,0.652478,0.24166,-0.011666,-0.653122,1.078396,0.747216,0.510473,-0.124569,0.659248,0.876934,0.640687,0.744478,0.929545,0.589133,0.660653,0.712183,0.73541,0.626827,0.712669,1.351252,0.993031,1.513362,1.561793,1.733493,0.898588,0.544439,0.012425
-0.553716,-0.542769,1.69571,1.612977,1.303289,0.920759,1.356978,1.664526,1.69571,1.612977,0.857267,0.789858,1.473681,2.018695,0.888817,0.69743,0.792849,0.663979,0.375352,0.054655,-0.653122,1.080435,0.619093,1.107919,1.612732,0.629117,0.824539,0.881782,0.783661,0.957095,0.664916,0.633307,0.751619,0.77405,0.663623,0.68609,1.473681,2.018695,1.664526,1.69571,1.612977,0.857267,0.789858,-0.079815
-0.889807,0.836657,1.358562,1.439853,1.225075,1.173507,1.115201,1.571046,1.358562,1.439853,0.786924,1.089702,1.626932,2.130851,1.034379,0.882565,0.859446,0.782754,0.619336,-0.077987,-0.653122,1.104985,0.704934,-0.332737,1.632466,0.826069,0.616619,0.425051,0.888354,0.723977,0.784232,0.836067,0.837507,0.860913,0.816518,0.751347,1.626932,2.130851,1.571046,1.358562,1.439853,0.786924,1.089702,-0.335282
-0.413027,1.22229,1.262074,1.36313,1.290753,0.440437,1.40037,1.18386,1.262074,1.36313,0.759008,0.800567,1.335069,0.735737,1.020272,1.031884,0.933474,0.842696,1.007776,-0.409589,-0.653122,1.134311,0.853155,-0.101478,1.272315,0.640476,0.811038,0.648395,0.707515,0.854649,0.880984,0.802662,0.895761,0.918533,0.863505,0.826707,1.335069,0.735737,1.18386,1.262074,1.36313,0.759008,0.800567,-0.303043
-0.092569,0.051539,1.666883,1.290629,1.288515,0.029999,1.138576,1.489009,1.666883,1.290629,0.813052,0.388796,1.649005,1.069237,1.112435,1.172379,0.969637,0.828666,0.18267,-0.727928,-0.653122,1.165024,0.777884,1.646638,1.435212,0.542512,0.529262,0.22482,0.65715,0.650401,0.860121,0.884817,0.940939,0.96331,0.886923,0.930449,1.649005,1.069237,1.489009,1.666883,1.290629,0.813052,0.388796,-0.495438
-0.178545,1.058794,1.651662,1.254793,0.812792,0.731391,0.770701,1.733016,1.651662,1.254793,0.803392,0.746437,2.051746,2.24112,1.036888,1.22,1.026426,0.884432,0.177232,-1.019738,-0.653122,1.185672,0.922307,-0.392258,1.294422,0.572457,0.485717,0.353725,0.708505,0.640427,0.951886,0.859146,0.98838,1.011368,0.926032,0.991548,2.051746,2.24112,1.733016,1.651662,1.254793,0.803392,0.746437,-0.796407
-0.147281,-1.446594,0.943121,0.793817,0.433513,0.159488,0.203918,0.973978,0.943121,0.793817,0.237923,0.981441,1.102677,1.194533,1.546858,1.717738,1.101587,1.07921,-0.0213,-1.2187,-0.961566,1.20255,0.797486,1.544694,-0.437101,0.427554,0.356075,0.531555,0.621227,0.561893,1.067883,1.117496,1.07895,1.102357,1.097549,1.042079,1.102677,1.194533,0.973978,0.943121,0.793817,0.237923,0.981441,-1.00529
1.048576,-1.201155,-1.657213,-1.324103,-1.754069,-1.216948,-0.530205,-2.321122,-1.657213,-1.324103,-3.667682,-0.165563,-1.407551,-2.020308,1.79312,2.148612,1.19035,1.048813,-6.752912,-1.828849,-1.578455,1.202658,0.429085,-0.517557,-0.283506,-0.435897,-0.78854,-1.050456,-0.025304,-0.355317,1.321794,1.033323,1.178943,1.20339,1.218121,1.299475,-1.407551,-2.020308,-2.321122,-1.657213,-1.324103,-3.667682,-0.165563,-6.324258
0.274786,2.851815,0.260543,0.22517,0.92626,0.964979,1.756794,-1.691874,0.260543,0.22517,-3.491994,0.576271,-1.344707,-1.960743,1.38975,1.732431,1.25436,1.157051,-0.76514,-1.934962,-1.578455,1.214442,0.786423,-1.459336,0.296741,0.394088,-0.105354,-0.61902,0.658751,0.220892,1.413532,1.194599,1.255181,1.279497,1.33614,1.346295,-1.344707,-1.960743,-1.691874,0.260543,0.22517,-3.491994,0.576271,-2.568702
-0.280154,3.780623,1.224793,0.641326,1.211887,0.945814,0.723226,-1.357367,1.224793,0.641326,-2.859415,1.229502,-1.199004,-1.77391,1.138649,1.485897,1.305772,1.195363,0.189308,-1.934962,-1.578455,1.213231,1.109533,-3.83708,0.339548,0.452029,0.362949,-0.37976,0.689837,0.613592,1.49987,1.161545,1.29788,1.321101,1.374362,1.37598,-1.199004,-1.77391,-1.357367,1.224793,0.641326,-2.859415,1.229502,-1.281981
-0.72567,0.073286,1.131571,0.823793,1.102169,1.126623,0.533561,-1.050072,1.131571,0.823793,-1.859098,1.610174,-0.467116,-1.595871,1.013697,1.358193,1.398523,1.506911,0.546284,-1.934962,-1.578455,1.246979,1.526841,-1.594332,-0.406809,0.988045,0.847626,0.139986,1.115445,1.005173,1.582276,1.543025,1.403655,1.428256,1.572862,1.451139,-0.467116,-1.595871,-1.050072,1.131571,0.823793,-1.859098,1.610174,-0.999459
-0.467739,0.331799,0.395304,1.058039,-0.20035,-0.016908,-0.461632,-1.439365,0.395304,1.058039,-2.705367,1.268816,-0.755377,-1.863714,0.931784,1.102809,1.458717,1.51933,-1.471404,-1.934962,-0.807344,1.26226,1.560779,0.167136,-0.469807,1.174899,0.738392,0.307419,1.309007,0.943059,1.716377,1.513739,1.527766,1.496528,1.642358,1.509141,-0.755377,-1.863714,-1.439365,0.395304,1.058039,-2.705367,1.268816,3.367142
-0.58498,0.4118,1.057901,1.108648,0.772687,0.141129,0.915955,-1.165521,1.057901,1.108648,-2.08515,1.124175,-0.519382,-1.671758,0.797697,0.987929,1.513368,1.62079,-0.690212,-1.934962,-0.653122,1.269941,1.884507,1.51474,-0.243604,1.436691,1.215921,0.898366,1.548123,1.370163,1.691467,1.665781,1.584481,1.549563,1.687939,1.596968,-0.519382,-1.671758,-1.165521,1.057901,1.108648,-2.08515,1.124175,0.469969
-1.053944,-1.381998,1.320547,1.252353,0.422204,0.464678,-0.047714,-0.422731,1.320547,1.252353,-1.2765,1.587877,-0.31518,-1.02633,0.847048,1.070985,1.592646,1.828803,-0.063151,-1.934962,-0.653122,1.280749,2.108219,2.045974,-0.756189,1.585928,1.668295,1.235057,1.715442,1.807352,1.72904,1.813391,1.649998,1.612396,1.769287,1.58707,-0.31518,-1.02633,-0.422731,1.320547,1.252353,-1.2765,1.587877,-0.50683
0.095017,-1.402192,0.965867,0.905152,0.458228,0.944057,0.099565,-0.333304,0.965867,0.905152,-1.000106,1.984685,-0.242901,-0.95344,1.062649,1.199888,1.644456,1.909504,0.472593,-1.934962,-0.653122,1.294853,2.029157,2.759009,-1.03171,1.957402,1.774323,1.712948,2.055931,1.917371,1.865361,1.948964,1.724028,1.683665,1.90713,1.670762,-0.242901,-0.95344,-0.333304,0.965867,0.905152,-1.000106,1.984685,-0.70646
-0.358315,-1.376043,1.378971,0.983594,0.619855,1.065989,0.552942,0.250098,1.378971,0.983594,-0.553833,1.856621,0.648013,-0.198825,1.293205,1.349168,1.725146,1.971961,0.58986,-1.590095,-0.344677,1.297294,1.871417,3.089732,-1.339503,2.104293,2.052744,2.014133,2.281729,2.262758,2.003176,1.939304,1.802973,1.759771,1.986302,1.721163,0.648013,-0.198825,0.250098,1.378971,0.983594,-0.553833,1.856621,1.376939
-0.381763,0.433288,1.429552,0.939152,1.167478,1.336075,1.287298,0.664777,1.429552,0.939152,-0.240097,1.531986,1.206178,0.249871,1.323132,1.273564,1.821706,2.112095,-0.076052,-0.820777,-0.190455,1.29775,2.004898,0.631452,-1.260951,1.73029,2.180223,2.033593,2.067819,2.513097,1.948946,2.005226,1.86388,1.818101,1.985723,1.785729,1.206178,0.249871,0.664777,1.429552,0.939152,-0.240097,1.531986,-0.295829
-0.186361,-0.35636,1.20108,0.746512,0.550704,1.01531,0.174596,0.87732,1.20108,0.746512,-0.069494,1.75816,2.389585,1.185833,1.636464,1.42599,1.873871,2.16921,-0.268922,-0.330005,-0.190455,1.297171,2.202144,0.655478,-1.226699,1.504839,1.879475,1.923879,1.966398,2.346101,1.999173,2.134373,1.939124,1.892678,2.071089,1.837798,2.389585,1.185833,0.87732,1.20108,0.746512,-0.069494,1.75816,-0.485728
-0.155097,-0.60866,0.984966,0.785643,0.483265,1.498676,0.406833,0.933654,0.984966,0.785643,-0.055557,2.197832,2.543979,1.3821,1.937944,1.647268,1.956638,2.217339,0.033452,-0.011666,-0.190455,1.307355,2.144384,2.190358,-1.449343,1.877398,1.676094,1.830106,2.324916,2.150936,2.135934,2.25003,2.032581,1.986719,2.195259,2.017672,2.543979,1.3821,0.933654,0.984966,0.785643,-0.055557,2.197832,-0.122737
-0.592796,1.432777,1.1882,0.989253,0.71828,1.941048,0.664772,1.054387,1.1882,0.989253,-0.036514,1.91926,1.584788,0.467283,2.094607,2.14629,2.118159,2.446403,-0.002662,0.054655,-0.190455,1.321645,2.265121,-0.254676,-0.826898,1.480116,1.498979,1.145508,1.942411,1.97595,2.2424,2.373543,2.162545,2.121734,2.30549,2.156664,1.584788,0.467283,1.054387,1.1882,0.989253,-0.036514,1.91926,0.095249
-0.960151,-0.683353,1.389591,1.095069,1.188436,2.393165,1.558099,1.205511,1.389591,1.095069,0.026084,1.784154,2.107614,0.737513,3.798955,2.0934,2.243184,2.439541,1.372289,0.054655,-0.190455,1.344874,2.532444,2.147933,-1.820622,1.600165,1.724389,1.165115,2.078137,2.216659,2.11652,2.351743,2.255117,2.202033,2.232183,2.24633,2.107614,0.737513,1.205511,1.389591,1.095069,0.026084,1.784154,0.038261
